Column1;Column2
No se debe permitir el maltrato.;POSITIVO
"@ASSEcomunica 
En Rivera por varias veces el Sr Pte de Asse Dr Cipriani..un Burócrata que gana cientos de miles con capacidad dudosa para el cargo.  Y otras falencias...maltrato y ninguneo a todos los médicos.
Estos fueron con planteos y el dio vuelta su carita y no dijo ni pio";NEGATIVO
Gracias al maltrato se puso bella;NEGATIVO
@yaseloc Sí, eso está tipificado como maltrato intrafamiliar.;NEUTRAL
"*2/5*
Habiendo padecido maltrato en su infancia, Sybil desarrolló dieciséis personalidades diferentes, siendo el caso más famoso de desorden de personalidad múltiple hasta el momento.
Según Sybil, sólo se sentía segura en la ""gran silla"" de la sala de su psicoanalista.";NEUTRAL
"Tienen hijos y se desquitan con ellos. Es absurdo como el maltrato infantil ha aumentado por la cuarentena. 

Valoren a los maestros que aguantamos más de diez niños todos los días. 
Pero sobre todo, amen a sus hijos y sean pacientes, no todos aprendemos al mismo nivel.";POSITIVO
@Bichuok1 Hace años no lo veo. No soporto el maltrato a los participantes.;NEUTRAL
@VinkaJackson Con mucho cariño: No esperes que un maltratador/psicópata haga eso.  Tengo la fea sospecha que el maltrato de mañalich,piñera=papá presidente, la unidad, el llamado de aplausos a  médicos, etc sigue una estrategia de manipulación psicológica.;POSITIVO
No es #OrgulloPUCP salir llorando de la Oficina de Apoyo Social por el maltrato de las asistentas sociales que te piden vender todo lo que tienes;POSITIVO
@mariasolborja Discriminación y maltrato a mujeres embarazadas @LoroHomero;NEGATIVO
@goldemapi @InvictosSomos Y con la foto de Joao Felix al pibe que Messi maltrato hace no mucho en un partido, ya no se si lo que dices es enserio o es sarcasmo jajajajaj;NEUTRAL
"Se acuerdan de Milei...ese que andaba con el gato muerto en la cabeza y recorría canales y programas de TV. Ese que maltrató más de una vez a una conductora?
El que era anti-estado. Anti subsidio.

Terminó siendo un planero!! Jaja
Muy fuerte!! 
#MileiPlanero";NEGATIVO
"@Alfreditoss Síndrome Estocolmo Colectivista. Muchos se acostumbran al maltrato y abuso de poder, otros aman sus verdugos y le toman cariño a sus carceleros. El Confinamiento NUNCA fue la solución; es la Responsabilidad Individual de Higiene y Cuidado Personal.";NEUTRAL
"@IvyYNoQueen @AJUA_NIC @ClaroNicaragua Amiga Ivania, estaba bien la respuesta anterior. ?? 

Sea cual sea la razón, los majes no permiten maltrato al cliente de ningún tipo. ???????";NEUTRAL
"@fulaicaza Síndrome Estocolmo Colectivista. Muchos se acostumbran al maltrato y abuso de poder, otros aman sus verdugos y le toman cariño a sus carceleros. El Confinamiento NUNCA fue la solución; es la Responsabilidad Individual de Higiene y Cuidado Personal.";NEUTRAL
@Isbylia2 @CarolinaLS2 @andyvillalba_ Pero la gente quiere ver el morbo q crea lloriqueando con el tema de su madre, que lo quiere saber nada de ella desde hace ya 8 años, Por maltrato continuado.. Y ahora es la que va junto con su padre de abanderada y respetuosa.después a chupar tv la vamos a tener hasta en la sopa;NEGATIVO
Será que una mujer como presidente de España, si podrá prestarle atención el tema del maltrato hacia la mujer y el femicidio? Y basta de tantos años de indiferencia, hipocresía e impunidad!!;NEGATIVO
@ferbelaunzaran @CIDE_MX Hola Fer, no es maltrato pero dieron un voto que nos está costando muy caro, no pensaron más que en ellos.;NEUTRAL
"@Pamelatejeira16 Síndrome Estocolmo Colectivista. Muchos se acostumbran al maltrato y abuso de poder, otros aman sus verdugos y le toman cariño a sus carceleros. El Confinamiento NUNCA fue la solución; es la Responsabilidad Individual de Higiene y Cuidado Personal.";NEUTRAL
@Rancagua País modelo de explotación abuso corrupción cuoteo apitutamiento  arreglines  mentiras torturas  maltrato al pueblo opresión. Abandono ..sigo...;NEUTRAL
"@AlfredoCalatay5 @RakanIluminati @HDinosaurio El lugar de una serpiente o animal no doméstico es en la naturaleza. Domesticarlo a la fuerza es maltrato animal todo para llenar otras carencias.
Supongo que desayunas cloro...";POSITIVO
"@NORMAGO07447795 Síndrome Estocolmo Colectivista. Muchos se acostumbran al maltrato y abuso de poder, otros aman sus verdugos y le toman cariño a sus carceleros. El Confinamiento NUNCA fue la solución; es la Responsabilidad Individual de Higiene y Cuidado Personal.";NEUTRAL
"@RITAFABREGA Síndrome Estocolmo Colectivista. Muchos se acostumbran al maltrato y abuso de poder, otros aman sus verdugos y le toman cariño a sus carceleros. El Confinamiento NUNCA fue la solución; es la Responsabilidad Individual de Higiene y Cuidado Personal.";NEUTRAL
Por favor, cuando un compañero de clase les ayude no sean una mierda con él o no lo dejen joderse solo. Es la quinta vez en el año que ayudo a mi salón y por una u otra razón termino recibiendo algún insulto o maltrato. :);NEGATIVO
@CaracolRadio cuando sacaran la ley para proteger a los perros del maltrato al seleccionarlos haciéndoles la cadera mas acostada y su trompa mas metida en el craneo asi violando sus libertad a estar libre de enfermedad....interesante verdad? o solo somos animalistas selectivos?;POSITIVO
@horaciorlarreta PARA CUANDO EL DIA CONTRA EL MALTRATO DEL GOBIERNO HACIA EL PUEBLO ARGENTINO Y TRABAJADOR.;POSITIVO
@_LexMusic Yo fui jefe de gestión humana en La Plaza de Andrés, del Retiro. Me fui porque no pude con el maltrato al que querían obligarme a generar en los empleados.;POSITIVO
URGENTE PORTOVIEJO. Niño, supuestamente autista, que estaría maltratando gatos, sufriría maltrato por parte de su madre. Caso complejo. Indican q hay vídeos.@CasanovaAlcalde @PortoviejoGAD @ECU911PVO @GADPORTOVIEJO;NEGATIVO
Yo la cantaría así: Ahora todo cambió, le toca a ella, mari y una botella, SIN EL MALTRATO se puso bella..?? Cuál gracias ni que 8/4.;POSITIVO
@christinalosada El microfono del escaño de Iglesias tenia q denunciarlo por maltrato, le arrea cada zasca cuando terminan de ponerla la puntilla que lo va a despanzurrar, los objetos también son sensibles, lo que me da un poquito de yuyu es q la Calvo es la qué está al lado, peligra si se mueve;NEUTRAL
"@Fefiiruiz17 Claro por que minimizan el maltrato de una mujer a un hombre, por que es ""absurdo"" que una mujer le pueda pegar...";NEGATIVO
@talking_easy @dacaol79 @Barbijaputa @SoniaVivasRive3 Que no hay estudios? jajaja, que no te haya interesado informarte sobre ello es otra cosa. Los motivos por los que se suicidan son variados, al igual que las mujeres, PERO que se suiciden por sufrir maltrato de mujeres como ha dicho el personaje al que respondí? eso es MENTIRA.;NEGATIVO
@PluralidadZ Da rabia ver el maltrato día x día de los policías.;NEUTRAL
@dexcyguedez Dios mío hasta cuando tanta desidia el clamor del pueblo es vivir con sus comodidades AGUA, LUZ, GASOLINA, GAS, MEDICINAS, TRANSPORTE PÚBLICO, entre otros. Muchos años soportando el maltrato del gobierno, sería genial se pusieran en el lugar del venezolano??????. LO SOPORTARÍAN? ??;POSITIVO
No entiendo como soportais ver los vídeos de abusos policiales, no puedo con ello. Ni de maltrato animal.;NEUTRAL
El decreto de quedarse obligatoriamente en la casa se acabó de facto. Solo queda el maltrato policíaco.;NEGATIVO
"18. Hay maltrato en la prostitución?

En todo ejercicio de cara al público lo hay. No está generalizado, tiene que ver con el estigma. Viene generalmente de la estructura social";NEGATIVO
"@Juliaenlaonda @iguardans La Sanidad Pública en manos de las distintas facciones partidistas en las CCAA es un desastre y empeora año a año. El maltrato a médicos y pacientes es general, independiente del color político de turno.
Sólo funciona es el Sistema NACIONAL de Trasplantes.
¿No les da que pensar?";NEUTRAL
"Ahora todo cambió, le toca a ella
Mari y una botella
Gracias al maltrato se puso bella
Ahora tú la quieres y NO TE QUIERE ELLA. ??";NEUTRAL
@Matiasrclomas No justifica????? Perdón????? No existe ninguna razón para el maltrato RIDÍCULO IGNORANTE. Porque no te callas un ratito;NEGATIVO
@_MarcelaTauro pero sin dudas el cosmo te tiene preparado algo mejor, cuando hay maltrato, forreo etc es sanador cerrar esa puerta....;POSITIVO
Municipalidad de Asunción: La peor gestión desde hace décadas. 5 horas para renovar el registro de conducir. Caos y falta de criterio. Maltrato al ciudadano. No hay dudas de que es una administración colorada;NEGATIVO
"#CuarentenaYProduccion los que se fueron JAMÁS cacerolearon en Colombia,Ecuador,Chile etc por el maltrato recibido, pues le caían a palo limpio, los escupían y más. Ahora se les recibe y luego de atenderlos si son ""bravos"" para exigir. TREMENDA LA DICTADURA que tenemos.";NEGATIVO
Si sufres maltrato en tu casa, ¡hay ayuda disponible incluso durante la pandemia! Aquí te enlistamos los números de teléfono que deberías tener a la mano y una lista de albergues disponibles.;POSITIVO
"@Gorostegui87 @gorostegui86 @g_o_n_z_a_l_o_ @luchacondatos @IdiazAyuso @ComunidadMadrid niños q van a crecer pnsando q la vida consiste en q la gente se aparte a su paso,como si fueran apestados,sin relaciones,sin acercarse,sin abrazos,nunca sabremos ls q habrán sufrido maltrato,1generación traumatizad de x vida,pero para él ""han seguido todos las clases perfctamnt""";NEUTRAL
@juanmBombita No me gustan esos videos, porque creo q detras de ese “Aprendizaje” hay maltrato. Has visto el de los perritos q supuestamente caminan en 2 patas? Los wns les pegan para que lo hagan!!!;NEGATIVO
El pibe opina que el maltrato a la mujer es una mierda;NEGATIVO
@valeriacarmonas Oh, espero que ya se estén tomando acciones para castigar el maltrato que ha de sufrir ese pobre señor a diario;POSITIVO
"Chan chan chaaaaaaaan, Facebook aplicando su mano dura vs la libertad de expresión jajajaja deja ver vídeos de maltrato animal pero no una ""groseria""";NEGATIVO
@Almagro_OEA2015 @OEA_oficial Asesinaron a otro líder social en Colombia. Te parece normal? Porque no veo que hagas ni un solo comentario sobre la violación de derechos en ese país. Tampoco.sobre el maltrato a emigrantes venezolanos por parte de países del grupo de Lima.;NEGATIVO
@dariomaceiras1 Siempre Fue igual de Pelotudo hasta cuando estuvo en El Calafate ya forreaba a su mujer con maltrato y se pensaba un dios y es un pobre PELOTUDO Otro más que comio con La Plata del estado K y ahora les tira mierda;NEGATIVO
@lcvelez Andres carne de res maltrato y discrimino tantas personas por su raza o apariencia!!! Q es dificil no sentir un fresquito de revancha... divina;NEGATIVO
Gracias al maltrato se puso beiaaa;NEGATIVO
"@AytoAlcalaH @javiRpalacios Gracias Alcalde,ha sido bastante pero aún queda;por ejemplo ,la calle Vaqueras,pertenece al casco histórico  y necesita una urgente remodelación.
Los jardineros: también necesitan un reciclaje para evitar tanto desmoche y maltrato inútil al arbolado.";POSITIVO
@VickyDavilaH Hay vicky... ese restaurante maltrato y discrimino tanta personas por su raza o apariencia!!! Q es dificil no sentir un fresquito de revancha... divina;NEGATIVO
@fedepaints Hay muchas causas Mi linda..caer en la rutina,falta de satisfacción sexual,maltrato Psicológico y físicos,falta de atención q causan el desamor,falta de entendimiento y peleas constante hay muchas más pero básicamente son las principales??;NEUTRAL
".@CIDE_MX es una gran institución que debe apoyarse.

Recorte del 75% es duro golpe no solo a su comunidad sino al país que se beneficia de su trabajo.

No importa a qué candidato hayan apoyado maestros y estudiantes.

Era su derecho y nada justifica maltrato que están recibiendo";POSITIVO
@tuyomiespiritu @YuririaHarris @Fridavrt @andreamedina_t te invito a que veas cómo es la vida dentro de un matadero de ganado, para que dejes de comer carne o mejor aún, que veas videos de maltrato infantil (porque eran niños no deseados) o como es que viven los niños en los orfanatos tercermundistas para que dejes de ser pro-parto;NEUTRAL
Estas cosas son las que se tienen que saber, cuantos casos de maltrató, violaciones, y no han hecho NADA. Eso sí, a muerte a por los chavales con porritos en el parque no vaya a ser....;POSITIVO
Hoy me sucedió como en los memes que siempre comparto, maltrato familiar en plena clase y me apendeje tanto que no pude silenciar el micrófono, hasta falta me pusieron ????;NEGATIVO
"@juanrallo Madre mía déjalo ya si no quieres que te acusen de maltrato. 

Lo que más me gusta es que el McShine este es el típico listillo que intenta codearse con alguien que realmente sabe. Pero es que sistemáticamente se lleva autenticas palizas. Solo podemos dar las gracias y comer ????";NEUTRAL
@antobrvc @diariomural @OscarMP @Skoknic Pienso en las personas que no tienen las herramientas afectivas, que solo tienen la radio o la tele y están sufriendo mucho. Se replica el maltrato de las autoridades a la prensa con los auditores. No hay derecho. No hay.;POSITIVO
"@sandia2416 @ColombiaHumana_ @PoloDemocratico @UP_Colombia @smilelalis @YoAlejoV @SYumbila @adelitaSM @JNeiraN El Tema es más de Fondo.

Los Progresistas no debemos perder tiempo con los POLO POLO, Natys Bedoya, etc.

Debemos es Visibilizar los grandes problemas como Asesinatos Lideres Sociales, maltrato de la Policía, nula inversión de salud etc

@charry_manager @anibalac071 @gurozu";NEUTRAL
@AndreaHRys95 Yo lo hice, fueron los 3 meses donde más peinada me sentí ??, solo mis chinos no volvieron a ser iguales y se maltrato, pero me lo corté y creció y ya se está recuperando jajaja todo tiene solución ??;POSITIVO
"@EIHuevoNeraId Te encanta el maltrato.

????";NEGATIVO
"Es que quiero que se sepa el asco que me dan, ya no por la Bea adulta y antifascista si no por la Bea de hace años.
ellos aún sabiendo que mi madre me maltrató años incluso sin vivir con ella, no quisieron poner una orden de alejamiento, sabiendo los antecedentes q tenía ella";NEUTRAL
@rikardocasares @VengaLaAlegria  Señor Ricardo: la compra venta de perros de raza contribuye a la reproducción del maltrato animal sea o no un criadero certificado. La explotación está y fin. Como medios de comunicación es un asco que apoyen eso;NEUTRAL
Creo que el problema no es vivir en Colombia, el problema es la gente de mierda mk. No hay día en el que uno no se levante y vea casos de maltrato, racismo, odio, homicidios, violaciónes, obsenidades, de TODO, acá y al otro lado del mundo. Que fastidio, que mierda, que mamera.;NEGATIVO
@CarmCerv Olvidense de la perrera y traten de buscarle un hogar,tendra algunos 2 anos.Ningun perrito se merece maltrato y desprecio.Espero que COVID_19 sea una experiencia y no quitarle la Vida a nadie.Valorar y respetar lo que tenemos.Un animalito no es un estorvo,es compania.;POSITIVO
@goslum 3 mill de votos, la mayoría jóvenes de nuestras familias. Educamos para el éxito material sin esfuerzo, al precio que sea. Dejemos de justificar la tiranía y el maltrato. No es ideológico, perdemos la salud mental por renunciar a los valores humanos, a la identidad española;POSITIVO
@milpesosmx @israelromero13 Para nada: la naturaleza de esos perros es la de matar y atacar. Hace unos meses frente a mi casa entre 6 perros callejeros estaban matando a un gato, salí, los espanté y en automático lo soltaron, Y consideremos que son animales acostumbrados al maltrato, a estar con hambre...;POSITIVO
@psoesantander @PdelaMagdalena Les recuerdo que el maltrato animal ya es seña de identidad y reclamo turístico de Santander.  ¿ O en la Feria de Santiago no hay ningún tipo de maltrato?;NEUTRAL
Mis vecinos deben creer que maltrato al perro. Se porta mal, lo reto y golpeo el piso y el grita como si lo estuviera torturando.;NEGATIVO
@SPVLARA Me encantaría preguntarle a los señores policías será que si esas personas fuesen su flia lo tratarían de esa manera, me imagino que no. Por favor son Vzlnos igual que ustedes hasta cuando tanto maltrato.;NEUTRAL
@donaldosm En redes sociales dicen que si pero en el fondo les encanta el maltrato;NEUTRAL
@JennyMendiola99 Gracias al maltrato se puso bella, ahora tú la quiere' y no te quiere ella ?;NEGATIVO
Pero esta mala soportó durante años el silencio y el olvido, los engaños, las mentiras, el maltrato y el cinismo y vivía en un mundo lleno de frialdad minimizada como quien no vale nada...;NEGATIVO
@TRINITO91 Un repudiable acto de maltrato animal.;NEGATIVO
"@Margaritarosadf Tiene razón su amigo:
- abuso sexual a menores
- maltrato infantil
- asesinato
Homicidio";NEGATIVO
@MONYRODRIGUEZOF Pero es un karma por ser tan explotador, no paga bien los salarios y tiene muchas denuncias de maltrato laboral, yo no me alegro como dice usted pero por algo le esta pasando lo que le esta pasando.;NEUTRAL
por la culpa de ailin que me maltrato por tapar el micrófono cuando grabo audios, ahora cada vez que mando uno verifico no haberlo tapado, me traumo ??;NEGATIVO
@DIFEM_ donde puedo hacer un reporte de maltrato sobre una adulta mayor, en Cepamyf Tlalnepantla la hice hace más de 3 meses y aún no la atienden;POSITIVO
"@juantaverash Exacto.
Igual al maltrato al burro en la campaña para las elecciones 2000.
Esa vez el burro no tuvo voces solidarias...";NEGATIVO
@ConElMazoDando Aquí si hay que estar de acuerdo con el maltrato a periodistas por la furia bolivariana  hay que tener riñones de arte de ustedes por denunciar algo así.;NEGATIVO
Jimena Baron denunció a Osvaldo por maltrato y pasó su ultimo cumpleaños con el o yo estoy loca?????;NEUTRAL
frente al aumento del maltrato y abuso infantil el alcalde de bucaramanga no ha girado un solo peso para construir hogares de paso o de proteccion.;NEUTRAL
"@AbelC32 @lamamadeoli ¿Y entonces como a ti te mandaron la provocación tú tienes que provocarlo a uno?
Eso es maldad y una que te quiere no merece ese maltrato. ????";NEGATIVO
Hamburguesa con papas sin maltrato se disfruta más ??;POSITIVO
Apoyo a las mujeres pues soy una de ellas pero no todo lo que hacen. Yo en mi vida estoy rodeada de mujeres FALSAS, MALTRATO DE ELLAS HACIA MIS FAMILIAS (tías a tíos) y de cosas peores. Yo tengo vista a un panorama en que tanto hombre como mujer tienen mal en su corazón.;NEUTRAL
Quiero ponerme en el zapato del otro, vengo cansado de caminar, de sufrir maltrato, lo único que quiero es descansar, sentirme seguro y si debo cumplir cuarentena por el bien de mi familia que es la que me va a recoger....no, esos que se niegan a la cuarentena SON CDSM??;POSITIVO
@porlawevaes Sin duda evoluciona el pensamiento global pero aqui siempre todo lo hacemos al último. Nunca desarrollan un sentimiento empático, este chico tiene familia, una madre q ha de sufrir por este maltrato. Ponganse en los zapatos del otro rcsm ??;POSITIVO
@Tuitarrista Eso es maltrato psicológico y se puede denunciar, una cosa es regañar, otra cosa es maltratar.;POSITIVO
"@theEddie6 @ActualidadRT Claro Eddy, por eso la mayoría de casos de maltrato infantil son cometidos por mujeres...

Como de subnormal hay que ser para ver este vídeo y intentar acusar al padre cuando se ve perfectamente que la madre le tira y sale corriendo.";NEGATIVO
@IrethTinuvi3l @izquierda_Psoe @ClaraaEfe Tu sabes lo que es esa ley?Es una ley de mierda,tu por ser hombre,y simplemente con la acusación de maltrato por ejemplo,viene la policía,y te encierra en el cuartelillo 1 día,y es una ley que ha conseguido incrementar las denuncias,el número de muberes asesinadas no ha bajado+;NEGATIVO
@Rokie_Jawa @monicagarzag @estebannmacias Y vale decir que estaba mejor enfocada, ya que estaba encaminada a combatir el maltrato infantil.;POSITIVO
"@j_mlh12 @RemyQro Ojalá y procedan pronto contra ella por maltrato animal!

Miserable.";POSITIVO
Las imágenes del minizoo del @PdelaMagdalena son gravísimas. No se puede tolerar el trato que parecen recibir focas y leones marinos, pero es aún más sorprendente que en #Santander que pretende ser un reclamo turístico del siglo XXI el maltrato animal sea una seña de identidad;POSITIVO
@LosOlivosInfo Si no tienen pruebas de que de verdad hay maltrató ahórrense sus comentarios e investiguen bien. Dejen de molestar a la dra ludmil y a su hija;NEUTRAL
@FroilLannister Debió de ser un padre exigente y al hijo se le fue la olla intentando superarle. Cuando alguien inmaduro tiene poder, actúa con tiranía. Tenemos un problema de salud mental y justificamos el maltrato. Urge cambiar el sistema en los partidos o la violencia aumentará;NEUTRAL
@LATAM_CHI Estamos recibiendo desde Febrero de 2020, un MALTRATO como mujeres profesionales,  sostenido por @LATAM_CHI rogamos que alguien se haga cargo de esta situación @Hay_Mujeres @chilenasciencia @MujerLiderChile @MEmpresarias necesitamos ayuda ya que la empresa insiste en HUMILLARNOS;POSITIVO
"Hemos participado de la 1° reunión de la mesa de mujeres del Partido UNIR Nos hemos puesto de acuerdo en los ejes en los que trabajaremos a nivel nacional:  creciente índice de femicidios, maltrato animal, discapacidad, educación y ""gerontocidio"" masivo.";POSITIVO
 ¿hace falta sentencia para ver que alguien perteneció a una banda terrorista, aunque lo reconozca el mismo hijo? ok. PD: El hijo que sufre maltrato del padre no creo yo que esté muy orgulloso de su padre, pero cada uno..;NEUTRAL
 Sería clasificado como maltrato animal palco así, ya ves que el kks no cree en eso de la violencia de género;NEUTRAL
@seonqmini como q TONTA t vas expuesta por maltrato !¡??;NEGATIVO
@Sankara96970462 Es una pena pq le tengo cariño a Gm ,pero has dicho verdades cómo templos. Aquí,hoy en @Lecturas lo q importa es el maltrato q sufrió tu Adari @GOnestini ,l q amaste,lo demás carece d importancia. Q duro leer lo q sufrió ella ????#Giandara27M;NEUTRAL
@RafaWildNature Gracias por la información sobre el vídeo querido amigo, que pena ?? me parte el alma la maldad humana y el maltrato animal, me parece un horror tanta crueldad ?? Ojalá todo esto acabase algún día ????;POSITIVO
@PETA_Latino @SSC_CDMX @locatel_mx con que dependencia puedo denunciar maltrato animal ??? Tengo una vecina que tiene en inhumanas condiciones a un pobre perro ... y el animalito llora pidiendo ayuda;POSITIVO
@RevistaSemana Ridícula! No solo simula un ataque que no existe, también está estrangulando al pobre perro jalando la Correa hacia arriba... este video es suficiente evidencia para 3 cargos: racismo, maltrato animal y acusación indebida.;POSITIVO
"-El 47 % de hombres y MUJERES maltratados o testigos de malos tratos de niños, reproducirán los patrones de maltrato con su pareja de adultos
-61% de maltratadores ya tenían antecedente penales
-12000 estudios (PASK) muestran que hombres y mujeres son igual de violentos en pareja";NEUTRAL
@Sir_Equi Ni me fije si tiene facha. Pero la tenga o no... quien se cree para decir esa burrada? Y si las minas lo arengan x fachero.. deben ser ese tipo de minas que retiran las denuncias por maltrato. Boludas a cuerda;NEGATIVO
@CurrumeoMD Estas describiendo el amor en tiempos modernos Doc, es una relación que no aguanta sino maltrató y libertinaje de ambos personajes, viven en una insatisfacción monumental y ni en los hogares con sus padres y menos en relaciones de pareja se hayan, es aterrador;POSITIVO
@Catalizate @PoliciaBogota Cobarde y estupido, al lucirse con una madre de familia agrediendola injustificadamente delante de su hija menor, exponiendola a un cuadro de maltrato, de abuso de autoridad y de mentira de quien debe confianza y no miedo. Asi sera de valiente con los delicuentes?????;NEGATIVO
"@chrisbustc @tulaperu @KeikoFujimori Pero este lo unico que sabe hacer este es patear la pelota &amp; el ridiculo aparte de tener una denuncia por maltrato.";NEUTRAL
@parisglz Lozano es un tipo inteligente en cierta medida, yo no entiendo por qué no deja de lado su carrera política ya muerta y se retira como un digno ex Secretario de Estado y legislador para dedicarse a la academia o al litigio. Ah no, le gusta el maltrato, hahahaha...;POSITIVO
@JorgeMonteroMa2 Eso se considera maltrato;NEUTRAL
LA PUTA MADRE VOY A LLORAAAAAR PORQUE MI TWITTER SE LLENO DE MALTRATO;NEGATIVO
"@dejaquemeria67 @Evil_Asocial87 @ierrejon @PabloIglesias Díselo al sindicalista apaleado este sábado tras vuestra manifa al grito de "" viva Hitler, viva Franco, viva  Voz"" . O a la familia cuya casa asaltaron vuestros camisas pardas , maltrato y paliza incluidas, por tener colgada en su balcón la bandera de la republica.";NEGATIVO
@cristina_plazas @ccaa70 @Tirrijis @danielguzman @miguelabellan Siiii... Yo, soy completamente contra, el maltrato de lo  animales.... ??????????;POSITIVO
"@bta_Demian Una moto Italika, un pollo rostizado, un partido de cualquier equipo mediocre, cervecitas, maltrato familiar, una TV de muchas pulgadas y que sus hijos reciban becas del gobierno. 

La educación y la superación no importan.";NEGATIVO
@LivinItUp0 @bangtaniesoftly @Ot4Black @jensooIuv Esque muchas comentan que desde que el era niño, entonces igual con Rose, y si ustedes pasan por eso igual, porque se quedan calladas ante el maltrato de yg? Porque a ustedes si les dan cosas y de seguro les dan su solo a los demás miebros que a Rose;NEUTRAL
@AlexiaSoch Mi mamá no me quería porque soy hija del segundo esposo de mi abuela. Ella tuvo un amorío consensuado y se embarazó, pero no quiso abortarme. Me quemó, me maltrató y me quiso vender por 50 mil pesos a los 2 años. Hubiera preferido el aborto a haber tenido una madre así.;NEGATIVO
Estas dos Elenis o Adaris solo han visto la posibilidad de seguir en pantalla dando lastima y jugando con lo de el maltrato lo han hecho con Hugo y ahora el padre sea verdad o mentira ojalá las lleven a juicio para que lo demuestren!!;NEGATIVO
"¿Qué clase de encargado de comunicación es esto?

""Contacté a la Secretaría de Salud para tener su versión sobre lo sucedido, pero su director de comunicación, Jaime Zuleta, se negó a dar una entrevista si no se le revelaba los nombres de las mujeres que alegaban el maltrato"".";NEUTRAL
"Me llamó una amiga arrechísima porque un estudiante de liceo la maltrató...No sólo porque le protestó la nota sino que, además, el guaricho le escribió un testamento explicándole a la profesora cómo debió evaluarlo. 

Todo a la 11pm.";NEGATIVO
@salvameoficial No hay quien la entienda. Adara defiende a su madre Elena, que es la que permitió y consintió que la maltrataran. Y a su padre @Discovery4k que puso denuncias e intentó parar la situación de maltrato, lo critica y humilla. Adara no tiene vergüenza ni escrúpulos.;NEUTRAL
"@AlexDelgadoPR Las excepciones no confirman la regla ¡¡¡¡
No hay gente más racista que los independentistas de PR
1)  caso de Madison 
      Anderson Berrios
2)  Maltrato a turistas
      ""Gringos"" en viejo SJ";NEUTRAL
Tanto que apoyan a adara los que realmente la quieren podían explicarle lo que significa el maltrato con sus parejas no por chillar o mandarte a la m***** ya tienes que decir qué vas a demandar o que son maltratadores ya está bien de jugar con esto por favor;NEGATIVO
@RafaWildNature Buenas tardes Rafa, de dónde son esas imágenes? Me da muchísima pena verlo???? pobres elefantes, deberían estar en libertad, qué tristeza los humanos con su maltrato animal ??;POSITIVO
"Adara y su madre culpan siempre de todo a los demás, ambas son incapaces del mea culpa, todo lo que les pasa es por culpa de alguien, dejar, tapar y ocultar el maltrato de tus hijos desemtiendo a tu ex,no dejarle ver a los niños es 100%culpa tuya
#yoveosalvame 
#EnCasaConsalvame";POSITIVO
no desprecio, odio, maltrato y menos ignorancia. Si no estas de acuerdo con mi manera de pensar pues autoeliminate, porque la verdad no le voy a gente mente cerrada y con poco criterio.;NEUTRAL
"No entiendo a esas personas que disfrutaban el maltrato que Bum recibía por SangWoo. ¿

Como tal, aún así, los personajes son MUY complejos y no es algo que puedas leer a la ligera.";NEUTRAL
@TheRealGaymerXP @Peetruta Toda la gente de derechas que conozco respetan a cualquier colectivo. Las banderas me parecen simple propaganda política e ideológica (todas). Yo te pregunto: la izquierda condena una denuncia de maltrato falsa? Todos miran por sus intereses, haciendo que la gente esté dividida;NEUTRAL
"@AlexiaSoch Qué crudamente necesario y al mismo tiempo tan bonito hilo. Reconozco todo el proceso tan fuerte que has llevado para externarlo así el día de hoy.
Es esperanzador que existan historias así, porque muchos lo vivimos, en mi caso con la sobreprotección, el cual también es maltrato.";POSITIVO
@VickyDavilaH Pedimos al señor presidente @IvanDuque @mindefensa que desmovilize a la @PoliciaColombia la cual fue creada para la colaboración a la ciudadanía y No al maltrato de la misma y si que menos violando la misma ley con la vergüenza en estos momentos donde más se necesita;POSITIVO
"@GOnestini A quién te refieres???
Hay un GRAVE ERROR de escritura.
Has escrito RESPECTO (adverbio) cuando tú quieres poner RESPETO (consideración, deferencia).
Me extraña mucho que digas de alguien que ""no vale nada""
Tal vez en su momento a quien te maltrató pero ¿ahora?
Sé?diplomático????";NEUTRAL
@VickyDavilaH Pésimo porque ? Yo no cel maltrato .muy al contrario una mujer a quien la misma hija le pide se calme ....ahora entonces todo lo que un policía me diga es maltrato ? Ojo periodista no sea populista;NEUTRAL
@marioredondo Y si le sumamos los animalitos que viven dentro de esos lugares? Aquellos seres invisibles que también sufren hambre, frío y maltrato?  Qué tal una campaña de castración? Cartago fue pionero en tener un centro municipal para animales! Siga siendo ejemplo!!;POSITIVO
@salvameoficial Estáis siempre poniendo a Adara como si fuera la duquesita De Alba! Vamos a ver! Esta chica no es NADIE!Y aparte tanto ella como la madre vieron que usando el tema del maltrato pueden seguir chupando cámara y tirando de algo para estar ahí! Asquea el tema ya! Es ya vomitivo todo!;NEUTRAL
Gracias al maltrato se puso bella;NEGATIVO
Puedes ser YG stan y todo lo que quieras esta bien pero tampoco puedes ser ojo ciego y decir que así como sufrieron tus favs los demás grupos se tienen que aguantar el maltrato. Saben que existe la misoginia en esa empresa y que blink o los demás fandoms pedimos lo mínimo.;POSITIVO
A una tía la despidieron, le quitaron al perro (por maltrato animal) y la han vetado hasta del Central Park por racista y babosa, y al policía que mató a una persona de color, “lo han separado” de la policía y van a “investigar” los hechos;NEGATIVO
A ver si ahora agarrar del brazo unos segundos en unq discusión va a ser apología del maltrato... Que es ficción y lo último que se pretende es emitir violencia.;NEUTRAL
